host_id,timestamp,event_sequence,label,fault_type
2,3312,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,2596,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,1688,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,3321,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,1360,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
2,2728,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
2,1508,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
2,2135,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,3119,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,480,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,523,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,243,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,1220,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,234,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,3361,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
2,496,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
2,2234,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
2,3483,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,2883,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,3002,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
3,3039,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
3,792,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,2400,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,105,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
3,641,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,564,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
3,3368,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,2236,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,2590,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
3,257,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,1595,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
3,1046,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,2232,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,3584,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,1711,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
3,167,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
3,2068,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,3107,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_DISK_FAILURE, RECOVERBLOCK, RESTART",Anomaly,DISK_FAILURE
4,591,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,1163,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,408,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,1304,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,2169,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,1879,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,1483,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,1062,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,864,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,216,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
4,742,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
4,3274,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,2855,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
4,1542,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,886,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_NETWORK_TIMEOUT, RETRY, RETRY, REPLICATION_COMPLETED",Anomaly,NETWORK_TIMEOUT
5,2645,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_CHECKSUM_MISMATCH, RECOVERBLOCK, REPLICATION_COMPLETED",Anomaly,CHECKSUM_ERROR
5,1571,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,800,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,1860,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,1490,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,2222,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
5,2911,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,1082,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,405,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,2801,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,736,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
5,2927,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
5,1550,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,3256,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
5,3500,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,1843,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_LEASE_EXPIRED, RECOVERBLOCK, ERROR_RESTART, RESTART",Anomaly,MEMORY_LEAK
6,1464,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,3160,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,2256,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,2402,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
6,3322,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,2659,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,2710,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,1696,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,2286,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
6,314,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
6,638,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
7,750,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,144,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,2722,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,3068,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,2351,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,1016,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,960,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,1226,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,1670,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,2636,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
7,1619,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
7,1821,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
7,1605,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
8,3221,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,882,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
8,2083,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
8,745,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,3109,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,697,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
8,2975,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,2891,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
8,2104,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,2126,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
8,2077,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,1612,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,1711,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,3200,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
8,1318,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
8,392,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
8,643,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,2809,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_DISK_FAILURE, RECOVERBLOCK, RESTART",Anomaly,DISK_FAILURE
9,3206,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,402,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
9,3387,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,873,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,102,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,3561,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,522,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
9,3163,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,2125,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,3333,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,1670,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,1980,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,2161,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,2070,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,2728,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
9,1059,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,2594,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
9,878,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
9,1474,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
9,1747,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKRECEIVED, TRANSFER, REPLICATION_COMPLETED",Normal,NONE
10,1575,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_IO_EXCEPTION, RESTART, RECOVERBLOCK",Anomaly,IO_EXCEPTION
10,2583,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, ERROR_NETWORK_TIMEOUT, RETRY, RETRY, REPLICATION_COMPLETED",Anomaly,NETWORK_TIMEOUT
10,185,"SERVICESTART, DATANODE_REGISTER, BLOCKRECEIVED, TRANSFER, BLOCKREPORT, BLOCKREPORT, REPLICATION_COMPLETED",Normal,NONE
