timestamp,host_id,cpu_percent,memory_percent,disk_io_percent,network_in_mbps,network_out_mbps,temperature_celsius,power_watts,network_latency_ms,packet_loss_percent,error_count,fault_active,fault_type,early_warning
105,0,50.32512792827882,64.01141405620865,45.90957868232116,36.620503453666295,29.37448394271922,52.274811923264544,174.6523539697533,0.19871253433294483,0.48149975500902537,0,False,NONE,False
110,0,28.444840899105156,72.56088497631083,13.125723932507148,75.63840760628403,44.4884137632168,46.41787777028014,179.14077212794297,13.795255995460519,0.019987388565373115,0,False,NONE,False
115,0,53.26471668319048,60.40595167084213,37.418998378225716,83.56611019645791,11.25956025252879,63.054101546962514,210.55920854052948,0.6830505173888363,0.14385200249021832,0,False,NONE,False
120,0,41.80492505499547,68.56833219294006,41.46717352988567,27.77672374511805,29.472927811820135,58.95296994712073,212.65704874765422,3.431465524302811,0.2468352147804838,0,False,NONE,False
125,0,17.458413204823845,63.13633511786077,28.132121286094737,45.99590208537861,81.44497796401812,50.733700289810116,199.71438904589812,0.48092562220552365,0.4612058709222472,0,False,NONE,False
130,0,36.57411131769354,61.99451633297564,34.86777474561833,83.5058649933644,61.00171729698876,57.48032116612938,201.1114431388793,2.776426297778351,0.12588496301207516,0,False,NONE,False
135,0,40.602329214890915,47.34676859508364,31.185135213660846,71.21384926360604,49.274734529194916,53.41315607364678,209.16882593123958,11.91321476445814,0.44810772139307004,0,False,NONE,False
140,0,38.36134736537032,74.88622443295333,52.173781722336955,32.410643195064864,30.749040384199567,49.14011572774778,168.2707276314733,2.5976678638861808,0.4237007956227106,1,False,NONE,False
145,0,35.77822825049003,64.43754235378903,40.997600471165285,27.91556422905734,58.70829314335674,52.25370909229465,150.81613275842903,0.43264649345853146,0.3757803781489296,0,False,NONE,False
150,0,21.032527798170776,64.79274660663313,27.47893816191705,55.70350649299307,36.50544465677746,56.08603238946532,190.56244951764262,1.7441996388389545,2.740084520401525,1,False,NONE,False
155,0,34.43818854198012,62.935275336775796,33.14245293948538,32.48876423936078,40.77272999539247,50.063853961635374,190.17672942501085,5.204288719721037,0.24573081429298876,0,False,NONE,False
160,0,32.01764781968467,49.29724140953297,25.149408014951973,16.797651588873332,76.09945729381667,47.53699317792154,187.07401001398503,0.39630045948131637,1.4111570096921178,0,False,NONE,False
165,0,35.96445043153089,66.24220131536,32.266199432290925,25.365384649803488,48.4125285628906,61.99798323926367,191.05143951483723,3.2731920833962476,2.1094796504157785,0,False,NONE,False
170,0,33.842141552322886,71.48946774462213,33.88000368015325,74.65028423472502,48.936295660970536,52.57812154015348,232.77719972747906,12.218770879450583,0.43991857126921724,1,False,NONE,False
175,0,42.252353528056034,49.19422437646795,20.44146701886184,36.86942097062365,30.976555873538242,50.63948117298221,186.5795217769861,10.527723109207326,0.7073451321701324,0,False,NONE,False
180,0,5.218307863634437,57.8538955044039,22.231316162915487,67.8565072859771,34.861344993713466,67.69628895605446,227.93587157540486,5.099394054107423,0.8174924054297287,1,False,NONE,False
185,0,36.10089608990222,60.43256699408389,33.60526734116216,66.46705032557931,81.94414935141882,56.25597486109837,190.92406670055686,3.964244320475297,0.2997468656572457,1,False,NONE,False
190,0,59.05907236926994,61.820818567443936,27.079946071837806,78.3934595508749,53.29326721615055,57.930528023617,169.5367825905648,1.1731133695540525,0.4333337127555405,0,False,NONE,False
195,0,52.05915207242585,42.60093997877522,60.48213788938829,14.71746201399836,71.99799616215356,50.45972978214781,211.22066134942122,5.961892497777347,0.26522616547240974,1,False,NONE,False
200,0,40.76048039896385,62.82367980431121,39.24159981029624,39.42552029000591,21.954759691765396,48.49198337129,201.0168513827231,3.822394321821359,0.22002166489253158,1,False,NONE,False
205,0,35.1135991461192,50.252082869707316,12.595124620960412,49.16747931426152,28.79791815466956,55.6125274916976,239.46921783205116,0.853809238422158,0.23683393940157776,0,False,NONE,False
210,0,41.78128425761064,60.285083678803645,41.995368338778114,51.380110227180666,58.83709485865192,51.09828322971143,235.61458876290448,0.3218466106559397,0.07993128443734734,0,False,NONE,False
215,0,42.52479788343585,66.93479250673714,37.065552471270315,42.835815990184415,61.23354186632197,50.64376559442535,195.46501145403548,6.685715712479348,0.1006200211566316,0,False,NONE,False
220,0,24.394940856173292,61.65351570400862,24.753243585647215,7.786009576996431,69.17577872593914,48.46171465908121,251.46649904220865,6.674632380074828,0.4079312290684225,0,False,NONE,False
225,0,33.759832711114214,43.93945582909781,46.01184258352128,64.22908530389654,39.79119695161155,47.92398740241243,211.90802271420847,3.448243515364737,0.2004989116109669,1,False,NONE,False
230,0,33.82909591713125,49.92926366758244,47.83201511478309,49.17383138838454,48.13139392505225,59.539359736212134,199.82418887393288,6.416813703398355,0.859797939722065,1,False,NONE,False
235,0,44.51411198647498,69.93576478407886,28.713552461507494,31.806140997030944,56.49522569707759,56.07930324094502,234.17991326377665,6.1418414392435325,0.7300339669340853,0,False,NONE,False
240,0,47.64252198609023,60.086385318477596,43.228948655748596,16.302557220645216,31.53654018312318,44.305998425953426,239.94016313685893,1.1265448602956414,0.5769116994413805,0,False,NONE,False
245,0,59.839921276849346,59.426607707540505,14.642722207664193,75.76812680356979,53.36129889437129,52.20129012635864,230.1005022932164,13.510693574585357,2.3513626470361513,0,False,NONE,False
250,0,46.68100951756713,58.48633872403458,38.689551553083305,59.945835556615506,58.73125123436618,58.18983349510483,191.15135250177406,1.3439204872617305,0.5022312505476798,1,False,NONE,False
255,0,44.58710171559013,73.67433995783698,42.37350279193101,85.4475597395519,37.829278976814926,56.250952461238214,216.11470599052237,3.880264751844504,0.2887896764560181,0,False,NONE,False
260,0,27.894988409306315,47.09271475559366,18.793381665896057,51.09838597304514,49.35627259322034,47.34760628406374,162.6529634726178,6.556846155397348,0.5916238754862179,0,False,NONE,False
265,0,32.35208613044549,59.898046796093055,45.81592823773671,59.59161848866174,73.49455429121764,59.850388889568634,214.41546098281154,0.7723335645016542,0.11442024477837952,1,False,NONE,False
270,0,35.93725270610216,62.08423189659213,0.0,63.51617460088161,85.62956905967651,50.33180945368537,263.48884274253516,3.3311387287817507,0.2629317109785001,1,False,NONE,False
275,0,41.822406046566535,70.64350850615267,59.98975809374706,64.36197096503368,73.21669957582142,49.11107229253823,186.39476825612184,2.754739857325336,0.16978925959569682,1,False,NONE,False
280,0,48.67849036663182,52.5078878600261,16.867124597822002,54.09220419049826,34.152339504504326,61.509245840800475,187.45162231245047,1.0309459577495297,0.9085102978785908,0,False,NONE,False
285,0,35.04610757068753,51.56290488907126,19.05788846544254,18.33186557920976,70.47869044519528,51.01748520671207,213.21550463444282,7.750892020735708,0.46281905607857915,0,False,NONE,False
290,0,50.517834670159004,58.021057993119165,29.0178396936381,66.14834722165602,60.129490504528015,54.8075413999013,191.13040215029423,12.194857809027065,0.1426600605329684,0,False,NONE,False
295,0,40.826559594450316,68.31060916089544,19.526759575269715,31.861930117164917,32.0286197645427,55.392044612530384,170.30596856965855,18.5538496966291,0.307157822737962,0,False,NONE,False
300,0,41.098529469547444,69.03719587977896,21.32529115609049,31.788843105202396,29.324436342366088,46.940194101749576,226.9940925462139,2.1492014106292037,0.31577382618090155,1,False,NONE,False
305,0,36.70382658193592,62.42484532880463,47.49751244887659,70.79984879659659,26.98883494968707,67.14923864326984,238.99465191202458,3.2801043378498376,0.343594432138191,1,False,NONE,False
310,0,34.322809652243095,58.22782322652226,17.57012945493308,68.43269436707695,46.145398326633995,59.75757031471477,224.44406692415873,1.4644015598805766,0.10914834547940694,0,False,NONE,False
315,0,18.256764359133527,46.33197376345194,45.155175044123666,69.25581380701388,48.10605173341846,63.58328888227362,208.81936363722536,8.181861217540575,2.2427514391413683,0,False,NONE,False
320,0,23.067338252902104,52.795736918502854,33.46415934582245,35.68048386147589,57.39908844659013,57.33391275132431,227.34740509443986,12.074515644153603,0.49009642250546676,0,False,NONE,False
325,0,49.58253826152571,56.33190521978819,46.328104164338164,73.70420583021779,32.93929451600376,59.74858040297969,192.78025041488203,1.239170120834244,1.8354660419770317,1,False,NONE,False
330,0,42.844725891695404,60.308412122807134,9.98567976666065,47.57106721031321,86.0126171073913,41.07997885598989,217.39480880456827,2.575423768290705,0.12296504404929373,1,False,NONE,False
335,0,50.57124933356309,68.82420213422226,47.27138061697099,52.4129445198959,68.61765509549357,54.958817164689606,227.18315254421117,0.34769045715298486,0.25980545752732986,0,False,NONE,False
340,0,34.386331409043414,62.513629863603605,23.63676652182321,37.07581276354002,61.40477152448214,50.4172708761228,214.23245300941645,3.4087998100312826,0.42583045688112486,1,False,NONE,False
345,0,26.672555292117153,56.650361273548405,51.823917124885,57.43187660973053,42.86883779016787,53.874970483148125,224.15184340860523,12.355828095813777,0.639227609916472,1,False,NONE,False
350,0,45.19872226349983,59.05341261855207,29.252870522601363,27.61770143946582,50.35968451653115,46.4022949664389,205.67116141221825,9.36727280941324,1.5531790100496732,0,False,NONE,False
355,0,37.193839838351856,56.159019281629654,64.4770329260225,24.639569767138635,21.075375111092708,63.27489187868292,185.91441738820214,4.5600751569678195,0.30779826104959473,0,False,NONE,False
360,0,36.92214383320188,54.728812624190375,39.956058208320314,70.20282920857237,29.365070593219123,55.22383433547452,225.6906606786779,6.43864432393812,0.506995304576741,2,False,NONE,False
365,0,46.890362032149724,57.73347747333909,31.83080901754507,43.79308768088029,47.08232679590153,48.74501834509076,252.11954933919037,1.8760486880621663,0.06421369371624394,1,False,NONE,False
370,0,38.03997368757669,52.28953991922226,39.85325049336514,65.83298295845582,43.796226159409194,51.68187024308962,243.82132011119435,5.251501914847696,0.22682681060058274,0,False,NONE,False
375,0,43.40067630525231,68.15109596177984,29.24821236487124,0.0,68.36719874102452,62.22086539274484,161.90975856269657,8.147615873061667,0.3865298962606678,1,False,NONE,False
380,0,13.527471201024914,65.83634213308652,26.72844152439086,69.91715057436988,49.61090625180884,54.90059194855567,212.8180769881847,0.3630131750446429,0.004765353436204954,0,False,NONE,False
385,0,38.28086628928242,80.78163714587507,20.2444358389496,36.445819887499106,17.61759225740438,53.668413357386484,186.70930140715575,3.6961565588691436,0.6588915095194795,0,False,NONE,False
390,0,21.386510963231768,57.60209138712638,36.818452234494835,64.88076541298322,16.356339074233674,58.18315742206408,195.09860763367328,0.6644440373292971,1.5665291146111073,1,False,NONE,False
395,0,31.168427549035233,62.19204628068457,30.754597841329808,54.869914776158,61.70575997909148,54.51450216298338,201.08637772908475,2.5673141275171822,0.9095419068905217,0,False,NONE,False
400,0,38.71788473904889,55.99088026177144,37.02845240057284,60.163795549842604,22.514848896167145,57.857403482884926,250.03396425720885,3.7225339737358487,0.1507102523088316,0,False,NONE,False
405,0,44.696207893755044,61.35722311576681,29.95481095224241,48.25782313275221,62.017378199588386,61.89137393167862,213.67171490402166,0.1774372853844074,1.1265235148941786,1,False,NONE,False
410,0,25.061703587857593,54.271551034128045,20.930583320974055,49.38098704136131,54.12122392476308,53.99643525831358,181.8792841099545,1.4561022520765445,0.002547548906063376,1,False,NONE,False
415,0,49.7485028469613,64.40854196380727,30.583164118844202,50.865433894885804,63.548521567844936,55.75684737285188,217.25593971580977,5.425204146345118,0.3923888680435324,2,False,NONE,False
420,0,36.21707116462971,64.37423483332192,26.00643701757813,44.627278832253936,23.95986721664904,51.2874282457153,181.434610971671,10.670001135464497,1.6261554002671574,0,False,NONE,False
425,0,45.94368808923169,55.664807004891614,39.5833656890516,81.34615733277904,51.175963493131654,51.089521573637654,187.69963977320407,0.4392307600485595,0.1975843318246302,0,False,NONE,False
430,0,37.16890998764747,52.94378127034057,24.135921455021624,36.59136865907481,44.1644333266548,53.35042632433263,192.9771861235832,0.9891905316456919,0.7006001200039063,1,False,NONE,False
435,0,51.07388428338714,63.92335657362213,20.943296414068964,45.320186661956704,78.24250872156543,52.067259557393285,238.2160917691757,5.214567980041624,0.4511888088773374,0,False,NONE,False
440,0,51.3660477170456,56.3442614113806,28.3051232719787,25.501298996220957,46.601140906974635,60.829568576857,189.14790316483445,9.161256487310734,0.741012430660199,0,False,NONE,False
445,0,48.771019787862926,63.44672195466999,33.64961496192549,43.126233041244326,72.88577057747347,49.41707097873076,176.57313980538055,6.44443504802966,0.6848897664189364,0,False,NONE,False
450,0,44.02768291993094,65.5189059983704,12.551691898643941,101.28115898600693,23.116439264989495,55.77123656867034,196.82689008262827,3.7788844895504843,0.009011670746148438,1,False,NONE,False
455,0,28.133584826349527,58.70699403630023,9.880879934725701,21.47748934661406,55.91097163100621,47.56614608649832,206.32852146098168,0.8766828579790459,0.5270864545858744,0,False,NONE,False
460,0,25.46573502725594,75.72262006762969,59.442339510681876,42.29879476280988,50.91291666233669,54.63858260964788,218.0364960072338,7.074688825123028,1.5250798480309296,2,False,NONE,False
465,0,52.74677338564759,57.41315030171033,30.71405327721527,20.549832439179823,43.38547871746453,60.91707124769593,186.7858550348573,14.171257273285939,0.03758610797818737,0,False,NONE,False
470,0,35.28891827697301,68.60099420173832,39.48174151902567,30.42466704277493,51.33403922231585,55.663903491320774,234.03392417066922,4.745931726811315,0.17750665285318834,2,False,NONE,False
475,0,53.83145000872275,64.14453555076074,49.61979955710157,92.3151144383331,41.30541666694644,65.7794245441223,223.44478493516786,7.658509779845045,0.32783305856101586,0,False,NONE,False
480,0,37.780875472064466,50.28384835480584,39.75422362439554,81.34706003918818,39.63053709807396,65.81828249612369,168.84834428276534,3.176114231583704,0.6818342645370009,1,False,NONE,False
485,0,50.54363548387204,64.04792887967628,0.03882984810739676,33.132536909212384,44.75610813514572,48.15150910157467,190.51651367140192,2.7098599469958007,0.1138132174332213,1,False,NONE,False
490,0,39.08240676000499,64.02231776832605,35.75316011210882,70.6267998852862,60.728094737282085,58.84061917567358,262.09734856933443,3.6076907633330286,0.44343681703280285,0,False,NONE,False
495,0,43.47402636642329,72.54967208808743,6.846932822473314,76.33887126465125,52.90744963826648,50.55894622276376,172.73920682897756,2.4213010807152453,0.3135044763992727,1,False,NONE,False
500,0,35.23699359031172,71.10650161147046,54.899214040879315,75.51288965251548,49.15153638475857,43.376603637567655,185.92605015934788,2.873847287197837,0.051234235578429786,0,False,NONE,False
505,0,38.57961473225613,72.33804756838799,57.067456325424146,36.285248264233104,49.959447794433565,48.374617645319766,221.46104318006255,2.5461839842436302,0.9759157113523962,0,False,NONE,False
510,0,57.16765480314387,72.30089248059232,8.905730571250768,38.94744010187597,52.79660584617435,53.50245430913896,161.62650485936365,2.9780843701399213,0.5534085301592206,0,False,NONE,False
515,0,33.42227239444312,77.51800230247349,11.101200504402664,24.06996465038342,17.773280984901312,46.81637504350329,224.11382920162862,3.8126141118244266,0.7611494443573562,1,False,NONE,False
520,0,41.739080416565045,68.71549367488348,22.253265874172765,50.88487708447548,22.727850381953168,58.14624485946793,203.8187550154663,5.827092749794458,0.25323339238152515,0,False,NONE,False
525,0,31.054367675862157,47.64428405114826,37.55143623902816,7.5688811722236515,50.273883494135205,49.672181375674874,201.83611549161347,0.7119361867023427,0.07747521095750982,2,False,NONE,False
530,0,45.99994207924837,53.51941532632408,23.123445897196234,38.12326982003093,43.14880506355074,54.86602826682168,213.3693625905822,9.99793589397322,0.7316295285027378,0,False,NONE,False
535,0,34.83103137110216,64.94422968786895,32.11554983733846,60.11879673067448,62.826361398675125,45.74529821052366,218.86927683730735,0.8675273362881017,0.4643764347339551,0,False,NONE,False
540,0,36.65492493643253,61.64952785623461,20.93492145830041,43.4659201004435,67.01742189767985,58.47116705242992,197.7695588468211,11.58218543142947,1.0514212464814205,0,False,NONE,False
545,0,47.67813919476397,57.44354590144736,44.22265238043452,69.59185901681731,20.97353091205841,60.54630101111462,170.7592805699623,4.7058868243783705,0.4144134995265358,0,False,NONE,False
550,0,62.12191309384685,68.89590171048516,0.0,85.36596616793544,45.750402668374946,53.83800446749764,209.02190593165957,7.121940568454931,0.3470190978287546,0,False,NONE,False
555,0,29.509930774295135,46.954613060677886,32.564564573523285,1.6709646957502056,35.40412935243875,63.12191029300106,206.50267297263542,6.2849503246988,0.3682717977013765,1,False,NONE,False
560,0,41.2930697516634,63.04037970767221,11.740427162054807,40.359064103435664,19.844671808810276,54.523774608873275,207.80804687832534,3.7020821176917447,0.5544768404234725,1,False,NONE,False
565,0,28.89961894908548,53.36857535307262,32.4521621875118,35.662675592848174,73.05623838160169,49.70680325301459,201.26330918614346,9.809743168286303,0.804171994053831,0,False,NONE,False
570,0,49.48939989837594,54.703099865404724,17.660678767663487,46.99316154838193,36.690667375383704,60.76166304370752,179.96463442870692,0.1,0.5080351000085616,0,False,NONE,False
575,0,40.6847136852867,70.60215240830665,36.330197410604534,28.812157390601122,53.59596689026163,58.69874969939129,194.92506638344832,7.3471778263506815,0.4066832810278326,0,False,NONE,False
580,0,50.69850498701039,52.69641541580793,36.5333377256222,67.84527320740268,55.56020775354144,58.405031193707785,195.10399516387398,0.8301772958149239,0.13409372328634547,1,False,NONE,False
585,0,28.724956622594043,49.50527897468665,32.16375034226086,28.731967089642943,31.679155479190115,57.793703763059206,176.20109893268602,1.4845145880362378,0.4998572116379423,0,False,NONE,False
590,0,35.65174238089755,54.472956701710324,55.084188541302744,68.45864364418816,11.372392800807393,45.129312758320566,220.85217671272974,4.621859108181329,0.20566146541643102,2,False,NONE,False
595,0,34.80146608451246,69.04562646891601,55.73552751591582,16.25501153093858,22.443753812381058,60.809618010735406,168.96938906499648,2.9206561989094326,0.8914884146375068,1,False,NONE,False
600,0,26.546315477645013,66.59211864478681,55.34455496542045,67.41152431628483,40.56284353402547,47.309821461172795,170.00825087594134,26.996759269600496,0.2956134037845248,0,False,NONE,False
605,0,26.703566977606922,53.40025298454012,32.42159794931548,52.209810773989375,51.80330627886374,51.620068635128014,210.45555900931782,2.63374069276518,0.27468717965010414,1,False,NONE,False
610,0,16.64427275833372,56.00562208342402,18.700526634921637,65.786312237092,33.32407343312034,56.366881739721336,216.26593153166155,10.000793472836083,0.4688675291518414,0,False,NONE,False
615,0,33.13680924350884,57.673551358847696,23.882653708971837,26.865006593278878,17.31874813328033,48.89841311392112,185.62636149113442,3.563936422186178,0.8723027735804484,0,False,NONE,False
620,0,44.49010963418936,55.75593901649474,55.345356200380856,87.86072827823321,45.47020376771506,42.657285420578454,217.7289639403252,4.943635834908681,0.5608951268121961,0,False,NONE,False
625,0,17.060236599664144,54.37549681599085,36.50951133697571,61.56234194947786,35.59676158391353,52.829449102520094,189.1244113355332,15.770462593611558,0.4255341468589158,1,False,NONE,False
630,0,20.308527140264523,58.25399069005731,14.648710344740309,56.034450253657965,50.164513716101816,54.421889425212726,210.20558021064141,0.6491877513418166,0.3252680558202134,0,False,NONE,False
635,0,49.97812718264028,59.135698401686,28.968137303476826,41.75855088632421,50.43051242902874,58.28759803747937,202.84101888649218,10.441612004069965,0.16269378619313113,1,False,NONE,False
640,0,40.49053409274357,58.15439669443617,10.315809219916211,18.746904294678433,21.037863731146732,56.391645306101076,198.41842504787297,7.017274713089108,0.483131596062579,0,False,NONE,False
645,0,25.19715901792537,50.153795633871354,26.09489263917358,34.604622442382464,34.91180823096108,59.686290447819694,230.42660322664332,5.014551282968629,0.12996510773513567,0,False,NONE,False
650,0,34.071720626205106,55.94133779689163,44.25807011892665,58.50658120953188,60.787417848310575,58.3678257159335,234.29054136387464,2.186607696830129,0.37275170084663656,0,False,NONE,False
655,0,29.406144561908597,56.750382091025344,12.565392654185738,45.34656182960003,26.16339703276029,56.93482649427271,227.35314662940294,5.712426339158911,0.10517218580613956,1,False,NONE,False
660,0,44.162363669275955,68.60946657064257,28.164796460383418,41.29686804290496,59.690113849031995,48.459757392207905,165.1435133653285,0.8081129974911667,0.06802428628267022,1,False,NONE,False
665,0,39.95038015959962,68.73241139451197,37.99521118726708,70.2380662365349,50.77894199997895,57.472978741605495,197.6668558033546,0.7144178218804793,0.05387586932010129,2,False,NONE,False
670,0,38.021953141034935,56.961941280158065,28.68542613275283,53.05435798439658,55.58759882949343,57.54334124793568,151.36572857475704,2.9903163355756095,0.12871527895648174,1,False,NONE,False
675,0,39.02691811227973,59.759076263199205,33.8882702751489,65.86112761314858,67.0995406767474,54.38493038321545,201.88358883360817,0.18109462374251406,0.35522733688342645,0,False,NONE,False
680,0,42.35762132401405,59.854000278395844,20.836651626471163,73.89063749012888,67.3926110664275,43.98419769587069,184.0408104451711,3.6145031504273857,1.1458266516983968,1,False,NONE,False
685,0,38.5526934871428,58.30931131559206,28.238987112675602,49.45683133191848,55.33755193509271,53.45725199163106,213.73892985294444,0.6689918294811602,0.32154663135205075,0,False,NONE,False
690,0,48.31628307664469,59.77863465924591,65.45450165513077,58.42719136098003,49.13918006115982,50.45848934517097,195.22933106314667,3.993560146107868,0.2460451150945155,0,False,NONE,False
695,0,32.209861569663076,62.52032391345292,27.504250059625143,49.082384360381624,81.77372145632262,48.93771360575386,222.7097003272554,10.570937662673368,0.14949395178673264,0,False,NONE,False
700,0,27.586810015722513,64.84431822464323,10.596620412490523,54.68275094226592,42.35402192045269,53.177663687398855,183.43074462064544,3.877822582532093,0.650879514172671,0,False,NONE,False
705,0,49.09340018105376,55.18315717774993,34.10050118957887,49.73230768693922,54.65550118311077,52.879004889859445,181.19702171126573,2.667200822949978,0.7097911768959495,1,False,NONE,False
710,0,41.62669998997532,53.149547444454804,27.320850381789832,70.35081833213506,48.71245582328153,48.97429103897861,211.93287667067426,10.662135216266952,0.16279727495188806,0,False,NONE,False
715,0,47.69531469050999,62.71092125641394,42.25307670030612,71.99809901835766,29.554100194172516,57.16560267338597,223.74088223437954,5.82190358723917,0.23520978142119425,0,False,NONE,False
720,0,51.968949518024154,60.664644114256404,34.68737520385708,56.38666379386772,58.92898938556103,60.610875144008425,212.68482286118444,3.177402212876575,0.3486280186696435,0,False,NONE,False
725,0,44.75285589319891,72.50988492839839,11.246302528195208,36.45048686005674,57.09145123939124,56.96955986618076,182.4994918468751,0.1,0.09823412613127266,0,False,NONE,False
730,0,36.060186366975785,56.70539076544864,8.331638347128042,16.774410134444647,45.52284190287139,60.376570696796776,189.24620605144275,1.2772927301325863,0.6069163619472696,0,False,NONE,False
735,0,43.03444750924045,80.09926061262655,24.91710494850961,43.87293078457381,46.18068922229722,60.451372531721304,171.5803087785444,0.8067142018045923,0.5944036066046295,2,False,NONE,False
740,0,40.81563034984366,70.45245969411478,16.432279665158507,43.93814111210615,29.20243644432765,58.912467473503106,188.34726251401096,8.081479771168276,0.727476195704014,1,False,NONE,False
745,0,38.28750824562914,63.64551734933801,13.77445740629398,23.44568208486774,44.71524521528278,59.25046994658405,217.5143172480196,15.010034885037726,0.11341038172392287,0,False,NONE,False
750,0,47.179903099161706,73.40437914835589,55.19687527625938,64.69787006948678,34.49857759437367,48.49549121742937,171.9958991326178,2.8562444476863784,1.3851220901406562,1,False,NONE,False
755,0,11.937828905014566,60.79924435121928,32.18942414569725,40.713593110050674,38.77048049089666,58.64234956236467,196.5124993926938,3.193867302666047,0.006746626145203336,0,False,NONE,False
760,0,30.459382522536778,52.37116309584242,13.961241090717628,11.269625309837682,36.356357265353665,58.57043056476265,203.47832167667525,0.23808234490624955,0.4833966960258386,0,False,NONE,False
765,0,38.307491159436935,49.489937490511736,13.570475773952143,46.62406426595709,46.997209729224785,58.93484782777497,182.1773398279703,3.9739130341143483,0.0684761664203572,1,False,NONE,False
770,0,44.87359803190384,64.44303478106575,28.432779804347003,97.11160517136412,29.92053633131232,58.05404916877387,174.60620025853785,14.690713050012787,1.711049826833621,0,False,NONE,False
775,0,29.265323222605478,53.415055509215364,27.537308825692424,59.3999652152634,79.46482150796386,60.060339323519294,154.3170428503532,7.843879376412155,0.3979651289116854,1,False,NONE,False
780,0,37.633578144689544,69.20232424732929,36.06385792520179,32.319690908815865,41.38467339076884,54.29152161976188,197.53643570379901,6.917166543098714,0.17165910028876677,1,False,NONE,False
785,0,51.19262944775262,60.57902069024827,29.67291992877248,49.727943311093554,71.23245404887838,59.21224962453072,192.7456862084014,3.935616602885518,0.7102876845329871,1,False,NONE,False
